,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max_Temp,Wind_Speed
266,Ucluelet,20,CA,1594674996,68,48.93,48.93,18.0,4.6
267,Neuruppin,24,DE,1594675005,59,52.93,52.93,18.0,1.5
268,Mahon,0,ES,1594674995,78,39.89,39.89,23.0,4.6
269,At-Bashi,99,KG,1594674849,64,41.17,41.17,11.7,0.56
270,Zhaoyang,99,CN,1594675006,89,42.68,42.68,15.0,1.88
271,Faanui,100,PF,1594674586,81,-16.48,-16.48,26.13,7.23
272,Paragominas,43,BR,1594674814,70,-2.97,-2.97,27.55,1.29
273,Dunedin,48,NZ,1594674610,74,-45.87,-45.87,7.22,0.45
274,Lake Cowichan,20,CA,1594674968,52,48.83,48.83,21.67,3.6
275,Japura,100,ID,1594675007,98,-0.32,-0.32,21.95,1.47
276,Shingū,100,JP,1594675007,94,33.73,33.73,22.66,1.45
277,Cockburn Town,0,TC,1594675007,82,21.46,21.46,28.76,6.71
278,Ancud,75,CL,1594674960,80,-41.87,-41.87,5.0,1.0
279,Saint Stephen,90,GB,1594675009,100,50.33,50.33,16.67,6.2
280,Kiryat Gat,0,IL,1594674784,69,31.61,31.61,25.56,0.63
281,Maicao,0,CO,1594675009,56,11.38,11.38,31.65,6.52
282,Haines Junction,100,CA,1594675010,42,60.75,60.75,16.59,3.56
283,Nsanje,0,MW,1594675010,76,-16.92,-16.92,16.22,1.04
284,Novaya Bryan’,0,RU,1594675010,93,51.72,51.72,16.0,1.0
285,Te Anau,33,NZ,1594674793,93,-45.42,-45.42,0.79,0.46
286,Port Augusta,90,AU,1594674949,100,-32.5,-32.5,9.0,1.5
287,Fairbanks,90,US,1594674902,82,64.84,64.84,16.0,3.1
288,Teya,33,RU,1594675011,69,60.38,60.38,15.0,1.28
289,Greenwood,1,US,1594675011,55,34.17,34.17,33.33,2.6
290,Altea,0,ES,1594675012,80,38.6,38.6,25.0,1.34
291,Marawi,79,PH,1594674792,95,8.0,8.0,23.33,1.79
292,Puerto Carreño,40,CO,1594675012,70,6.19,6.19,29.0,2.6
293,Guarujá,90,BR,1594675012,88,-23.99,-23.99,22.78,1.0
294,Bonthe,100,SL,1594675013,82,7.53,7.53,25.3,4.97
295,Adrar,22,MR,1594675013,13,20.5,20.5,37.17,0.55
296,Janów Lubelski,0,PL,1594675013,73,50.71,50.71,15.56,0.89
297,Morón,0,AR,1594675013,37,-34.65,-34.65,10.0,1.34
298,Taltal,22,CL,1594674825,62,-25.4,-25.4,16.36,0.88
299,Alexandria,0,EG,1594675014,69,31.22,31.22,26.0,4.6
300,Aden,100,YE,1594674806,71,12.78,12.78,30.52,6.95
301,Srednekolymsk,0,RU,1594675014,52,67.45,67.45,15.03,4.35
302,Araouane,37,ML,1594675015,20,18.9,18.9,38.04,3.72
303,Phu Ly,6,VN,1594675015,84,20.54,20.54,27.25,0.69
304,Lata,0,PT,1594674793,77,40.16,40.16,23.33,3.6
305,Irituia,24,BR,1594675016,77,-1.77,-1.77,26.73,1.57
306,San Diego,40,US,1594674996,69,32.72,32.72,29.0,4.1
307,Laguna,1,US,1594675016,29,38.42,38.42,33.33,4.1
308,Egvekinot,95,RU,1594674905,77,66.32,66.32,9.35,1.86
309,Mahibadhoo,91,MV,1594675016,65,3.78,3.78,28.86,1.28
310,Raja,83,SS,1594674861,92,8.46,8.46,22.06,1.24
311,Shimoda,100,JP,1594675017,95,34.67,34.67,20.0,6.41
312,Kruisfontein,26,ZA,1594674780,52,-34.0,-34.0,9.31,6.53
313,Hong Kong,9,HK,1594674770,79,22.29,22.29,29.44,5.36
314,Abilene,1,US,1594675018,18,32.45,32.45,43.89,8.2
315,Naryan-Mar,37,RU,1594675018,91,67.67,67.67,6.29,2.68
316,El Tigre,34,VE,1594675018,60,8.89,8.89,29.97,5.02
317,Khilok,0,RU,1594675019,90,51.37,51.37,13.81,1.28
318,Duvan,10,RU,1594675019,75,55.7,55.7,16.89,0.8
319,Lingdong,0,CN,1594675019,87,46.57,46.57,19.0,1.04
320,Gravdal,20,NO,1594675020,87,68.12,68.12,12.0,6.2
321,Lompoc,5,US,1594674589,72,34.64,34.64,20.0,6.7
322,Acaraú,57,BR,1594675020,71,-2.89,-2.89,25.64,6.46
323,Inhambane,0,MZ,1594675021,72,-23.86,-23.86,17.9,5.12
324,Codigoro,72,IT,1594675021,61,44.83,44.83,20.56,3.53
325,Mācherla,100,IN,1594675021,74,16.48,16.48,27.93,2.97
326,Barroquinha,87,BR,1594675021,65,-3.02,-3.02,26.81,2.46
327,Alice Springs,0,AU,1594674915,80,-23.7,-23.7,-1.0,1.5
328,Stephenville,1,US,1594675022,30,32.22,32.22,38.89,2.6
329,St. George's,20,GD,1594675022,79,12.06,12.06,29.0,7.7
330,Srikakulam,100,IN,1594675023,84,18.3,18.3,27.13,3.65
331,Yeppoon,0,AU,1594674814,66,-23.13,-23.13,10.0,2.1
332,Imbituba,75,BR,1594674863,77,-28.24,-28.24,15.0,3.6
333,Palanka,1,RS,1594675023,67,45.25,45.25,17.22,2.6
334,Boa Vista,40,BR,1594674791,74,2.82,2.82,28.0,2.6
335,Hasaki,75,JP,1594674800,100,35.73,35.73,21.11,2.1
336,Boddam,75,GB,1594675024,62,57.47,57.47,15.0,4.6
337,Belyy Yar,98,RU,1594675024,82,53.6,53.6,19.0,1.0
338,Husavik,75,IS,1594674812,87,66.04,66.04,12.0,4.6
339,Deputatsky,100,RU,1594675025,87,69.3,69.3,11.55,2.04
340,Codrington,7,AU,1594674826,91,-38.27,-38.27,5.08,1.06
341,Fukuechō,100,JP,1594675025,86,32.69,32.69,23.96,10.14
342,Lagoa,12,PT,1594675025,81,39.05,39.05,20.65,6.16
343,Anshun,100,CN,1594674812,98,26.25,26.25,18.32,3.8
344,Miramar,20,US,1594675026,62,25.99,25.99,33.33,3.6
345,Saldanha,99,ZA,1594675026,87,-33.01,-33.01,10.0,1.5
346,Muli,34,MV,1594675026,68,2.92,2.92,28.96,2.29
347,Ferrol,13,ES,1594675026,82,43.48,43.48,18.0,2.6
348,Whitehorse,75,CA,1594674798,45,60.72,60.72,17.0,5.7
349,Coyhaique,20,CL,1594675027,60,-45.58,-45.58,4.0,2.88
350,Avilés,68,ES,1594675027,88,43.55,43.55,18.89,2.1
351,Yenagoa,100,NG,1594675027,92,4.92,4.92,23.87,2.44
352,Sitka,90,US,1594674647,71,57.05,57.05,14.0,2.1
353,Isakly,0,RU,1594675028,73,54.13,54.13,23.45,4.03
354,Ciudad Río Bravo,5,MX,1594675028,29,25.98,25.98,39.0,5.1
355,Puerto Escondido,20,MX,1594674795,62,15.85,15.85,30.0,3.6
356,Cassilândia,57,BR,1594675029,43,-19.11,-19.11,27.45,1.86
357,Katsuura,75,JP,1594674872,100,35.13,35.13,22.78,2.1
358,Soure,28,BR,1594675029,82,-0.72,-0.72,27.07,4.57
359,Kitui,55,KE,1594675029,71,-1.37,-1.37,16.96,4.06
360,Taubaté,40,BR,1594675029,42,-23.03,-23.03,28.0,1.5
361,Jensen Beach,40,US,1594675029,44,27.25,27.25,35.0,4.1
362,Otavi,0,NA,1594675030,41,-19.65,-19.65,10.87,1.57
363,Conselheiro Lafaiete,29,BR,1594675030,50,-20.66,-20.66,24.0,2.6
364,Novooleksiyivka,13,UA,1594675030,77,46.23,46.23,18.91,7.15
365,Punta Alta,0,AR,1594674832,57,-38.88,-38.88,6.93,6.01
366,Jati,16,PK,1594675030,73,24.35,24.35,29.05,5.82
367,Kasamwa,1,TZ,1594675031,47,-2.85,-2.85,19.48,1.45
368,Nanning,17,CN,1594675031,88,22.82,22.82,26.0,1.0
369,Kuril'sk,100,RU,1594675031,96,45.23,45.23,10.02,1.1
370,Brae,98,GB,1594675032,93,60.4,60.4,12.0,4.6
371,La Gloria,2,CO,1594675032,52,8.62,8.62,34.01,2.31
372,Port Keats,1,AU,1594675032,33,-14.25,-14.25,15.5,5.67
373,Rudnichnyy,71,RU,1594675032,95,59.62,59.62,16.5,3.11
374,Saint-Pierre,0,RE,1594674615,72,-21.34,-21.34,20.0,2.6
375,Itzehoe,46,DE,1594675033,72,53.92,53.92,15.0,0.45
376,Sørland,20,NO,1594674596,87,67.67,67.67,12.0,6.2
377,Guider,93,CM,1594675033,74,9.93,9.93,26.3,2.38
378,Roald,100,NO,1594675033,82,62.58,62.58,13.0,5.1
379,Dongsheng,99,CN,1594675033,58,39.82,39.82,19.98,1.67
380,Boysun,0,UZ,1594675034,37,38.21,38.21,21.61,1.5
381,Charters Towers,65,AU,1594675034,55,-20.1,-20.1,8.13,4.74
382,Aksu,99,CN,1594675034,43,41.12,41.12,23.66,4.69
383,General Roca,0,AR,1594674714,39,-39.03,-39.03,9.0,1.5
384,Shubarkuduk,40,KZ,1594675034,48,49.14,49.14,26.0,6.29
385,Sydney,75,AU,1594674844,87,-33.87,-33.87,15.0,15.9
386,Moba,100,CN,1594675035,100,33.23,33.23,16.11,1.63
387,Lalawigan,85,PH,1594675035,85,11.59,11.59,26.28,1.62
388,Nago,20,JP,1594675035,94,26.59,26.59,28.0,2.54
389,Santa Maria,0,BR,1594674780,44,-29.68,-29.68,15.0,2.1
390,Belokurikha,100,RU,1594675036,89,52.0,52.0,15.36,1.61
391,Karaton,40,ID,1594675036,88,-6.34,-6.34,26.0,1.0
392,Talnakh,75,RU,1594675036,93,69.49,69.49,12.0,3.0
393,Borogontsy,42,RU,1594675036,79,62.67,62.67,19.08,3.09
394,Kachīry,0,KZ,1594675037,73,53.07,53.07,17.71,0.73
395,Shitanjing,99,CN,1594675037,59,39.23,39.23,21.62,3.18
396,Leningradskiy,100,RU,1594674915,86,69.38,69.38,3.48,3.72
397,Kendari,72,ID,1594675037,92,-3.94,-3.94,23.19,1.26
398,Cidreira,66,BR,1594674787,63,-30.18,-30.18,11.1,3.89
399,Fes,0,MA,1594675038,48,34.04,34.04,29.0,4.1
400,Kondinskoye,10,RU,1594675038,76,59.65,59.65,15.46,2.66
401,Lubao,100,PH,1594675038,92,14.92,14.92,25.0,0.49
402,Villa Carlos Paz,0,AR,1594674859,43,-31.42,-31.42,13.33,1.0
403,Camargo,0,MX,1594675038,14,27.67,27.67,35.76,1.77
404,Kimbe,90,PG,1594675039,84,-5.55,-5.55,24.64,1.25
405,Mae Sot,91,TH,1594675039,93,16.72,16.72,22.79,0.79
406,Labuhan,1,ID,1594675039,88,-6.88,-6.88,24.22,3.51
407,Coquimbo,52,CL,1594674889,82,-29.95,-29.95,13.0,4.1
408,Mankono,51,CI,1594675039,96,8.06,8.06,22.26,1.86
409,Dubbo,75,AU,1594674926,100,-32.25,-32.25,5.0,4.1
410,Guarda,0,PT,1594674936,60,40.54,40.54,25.0,0.89
411,Taganak,20,PH,1594675040,94,6.08,6.08,25.0,1.0
412,Santa Margherita Ligure,71,IT,1594675041,50,44.33,44.33,25.0,2.1
413,Cervo,22,ES,1594675041,82,43.67,43.67,16.67,1.34
414,Cravo Norte,96,CO,1594675041,71,6.3,6.3,29.11,1.26
415,Bonavista,10,CA,1594674700,80,48.65,48.65,18.95,8.36
416,Cabedelo,65,BR,1594675041,83,-6.98,-6.98,24.0,2.6
417,Durania,40,CO,1594675042,43,7.71,7.71,32.0,7.7
418,Angoche,27,MZ,1594675042,79,-16.23,-16.23,20.97,4.2
419,Haverfordwest,82,GB,1594675042,100,51.8,51.8,17.22,5.1
420,Gemena,100,CD,1594675042,97,3.25,3.25,21.49,1.2
421,Dhārchula,93,IN,1594675042,74,29.85,29.85,20.79,0.87
422,Lincoln,1,US,1594674926,46,40.8,40.8,32.78,8.7
423,Merauke,96,ID,1594675043,87,-8.47,-8.47,24.74,7.13
424,Wattegama,83,LK,1594675043,78,6.8,6.8,25.57,2.97
425,Verkhnyaya Inta,52,RU,1594675043,77,65.98,65.98,9.63,4.93
426,Fallon,1,US,1594675043,8,39.47,39.47,34.0,3.6
427,Zyryanka,50,RU,1594675044,58,65.75,65.75,19.74,2.15
428,Malbork,89,PL,1594675044,81,54.04,54.04,12.22,2.1
429,Cotacachi,40,EC,1594675044,59,0.3,0.3,19.0,5.1
430,Buala,100,SB,1594674617,76,-8.14,-8.14,27.06,1.85
431,Manjakandriana,20,MG,1594675045,93,-18.92,-18.92,11.0,0.55
432,Amboasary,20,MG,1594675045,93,-25.03,-25.03,18.0,0.89
433,Hambantota,49,LK,1594674879,82,6.12,6.12,27.39,6.55
434,Uyutnoye,0,UA,1594675045,76,45.2,45.2,18.79,6.71
435,Huarmey,6,PE,1594675045,70,-10.07,-10.07,19.94,5.03
436,Savannah Bight,0,HN,1594675046,80,16.45,16.45,28.02,10.67
437,Ampanihy,0,MG,1594675046,91,-24.7,-24.7,15.3,0.92
438,Severo-Yeniseyskiy,18,RU,1594675046,74,60.37,60.37,12.94,1.54
439,Sheopur,8,IN,1594675046,71,25.67,25.67,29.2,4.03
440,Waidhofen,75,DE,1594675047,59,48.58,48.58,16.0,1.0
441,Jarocin,1,PL,1594675047,70,51.97,51.97,17.22,1.37
442,Veydelevka,100,RU,1594675047,93,50.15,50.15,18.29,3.43
443,Buraidah,20,SA,1594675047,19,26.33,26.33,37.0,4.1
444,Manoharpur,40,IN,1594675048,83,27.3,27.3,28.0,3.79
445,Ak-Dovurak,94,RU,1594675048,78,51.18,51.18,12.12,0.88
446,Santa Rosa,100,PH,1594674893,92,14.31,14.31,25.0,0.72
447,Dudinka,75,RU,1594675048,93,69.41,69.41,12.0,3.0
448,Tilichiki,99,RU,1594675049,93,60.47,60.47,10.91,2.54
449,Rabaul,100,PG,1594675049,78,-4.2,-4.2,26.09,1.54
450,Lexington,20,US,1594675049,48,37.99,37.99,29.44,3.6
451,Yerbogachën,26,RU,1594675050,79,61.28,61.28,15.17,0.86
452,Galashki,99,RU,1594675050,83,43.11,43.11,21.0,1.0
453,Santa Cruz de Barahona,20,DO,1594675050,63,18.21,18.21,33.0,6.2
454,Cookeville,1,US,1594674859,45,36.16,36.16,30.0,1.5
455,Sunland Park,20,US,1594675051,9,31.8,31.8,43.0,5.7
456,Verkhnevilyuysk,14,RU,1594675051,77,63.45,63.45,17.86,0.97
457,Tessalit,0,ML,1594675051,9,20.2,20.2,36.32,2.57
458,Krasnokamensk,94,RU,1594675051,84,50.1,50.1,18.51,1.44
459,Bereket,22,TM,1594675052,38,39.24,39.24,28.64,2.77
460,Salinas,1,US,1594674929,63,36.68,36.68,21.11,6.7
461,Pacific Grove,75,US,1594675052,63,36.62,36.62,21.11,6.2
462,Chamba,0,IN,1594675052,61,32.57,32.57,22.21,1.67
463,Dingle,100,PH,1594674821,89,11.0,11.0,24.6,0.58
464,Ilhabela,80,BR,1594675053,83,-23.78,-23.78,21.38,0.59
465,Khovd,100,MN,1594675019,65,48.01,48.01,14.11,1.31
466,Kourou,75,GF,1594675053,66,5.16,5.16,30.0,2.6
467,Bemidji,1,US,1594675053,57,47.47,47.47,26.11,9.3
468,Vung Tau,100,VN,1594674943,85,10.35,10.35,26.0,3.63
469,Yārāda,90,IN,1594675054,100,17.65,17.65,26.0,1.0
470,Marsh Harbour,100,BS,1594675054,70,26.54,26.54,29.9,4.95
471,Severobaykal'sk,2,RU,1594675021,89,55.65,55.65,12.54,0.49
472,Lae,40,PG,1594675054,94,-6.72,-6.72,23.0,1.5
473,Sambava,54,MG,1594675055,86,-14.27,-14.27,20.39,4.66
474,San Rafael,12,AR,1594674779,59,-34.62,-34.62,6.97,3.84
475,Mahoba,100,IN,1594675055,61,25.28,25.28,31.64,3.21
476,Bull Savanna,27,JM,1594675055,64,17.89,17.89,29.54,6.85
477,Asău,0,RO,1594675055,81,46.43,46.43,10.56,1.54
478,Tiznit Province,1,MA,1594675056,43,29.58,29.58,25.23,1.65
479,Ushtobe,0,KZ,1594675056,42,45.25,45.25,21.29,6.34
480,Port Lincoln,0,AU,1594674572,88,-34.73,-34.73,11.09,4.16
481,Giyani,0,ZA,1594675056,37,-23.3,-23.3,13.76,2.87
482,Razdolinsk,73,RU,1594675056,78,58.42,58.42,13.61,0.89
483,Takaka,96,NZ,1594674892,88,-40.85,-40.85,8.33,0.89
484,Tautira,75,PF,1594674819,74,-17.73,-17.73,27.0,8.2
485,Samarai,96,PG,1594675058,89,-10.62,-10.62,25.82,5.9
486,Grand Baie,2,MU,1594675058,79,-20.02,-20.02,21.67,1.34
487,Erdenet,96,MN,1594675059,84,49.03,49.03,13.55,1.18
488,Lodja,91,CD,1594675059,89,-3.48,-3.48,22.11,0.9
489,Oeiras,93,BR,1594675059,36,-7.03,-7.03,29.82,2.16
490,Erenhot,0,CN,1594675059,52,43.65,43.65,21.23,3.18
491,Tahara,75,JP,1594675060,94,34.67,34.67,23.0,3.1
492,Port-Gentil,90,GA,1594674902,88,-0.72,-0.72,24.0,6.84
493,Natal,24,BR,1594674929,54,-5.79,-5.79,28.0,6.2
494,Mezen',100,RU,1594675060,95,65.85,65.85,11.13,3.09
495,Windhoek,0,NA,1594675060,10,-22.56,-22.56,15.0,1.5
496,Wangkui,0,CN,1594675061,87,46.83,46.83,20.43,0.53
497,Gorontalo,49,ID,1594674832,88,0.54,0.54,22.92,1.05
498,Zhatay,70,RU,1594675068,68,62.16,62.16,20.0,4.0
499,Sangmélima,27,CM,1594675069,98,2.93,2.93,19.74,1.01
500,Fort Abbas,0,PK,1594675069,38,29.19,29.19,36.49,1.76
501,Goderich,1,CA,1594675069,74,43.75,43.75,21.67,7.46
502,Mahdasht,40,IR,1594675069,82,35.73,35.73,19.0,5.1
503,Alpena,1,US,1594675069,39,45.06,45.06,26.0,6.2
504,Chicama,18,PE,1594675070,64,-7.84,-7.84,21.53,4.46
505,Cecina,100,IT,1594675070,40,43.31,43.31,23.89,6.72
506,San Cristobal,40,VE,1594674745,43,7.77,7.77,32.0,7.7
507,Aykhal,24,RU,1594675070,55,66.0,66.0,16.0,2.0
508,Nacogdoches,1,US,1594674890,59,31.6,31.6,35.0,4.1
509,Poyarkovo,0,RU,1594675071,87,49.6,49.6,21.33,1.02
510,Babu,17,CN,1594675071,78,24.42,24.42,25.25,0.27
511,Alice Town,100,BS,1594675071,76,25.72,25.72,29.19,6.71
512,São Félix do Xingu,7,BR,1594675072,43,-6.64,-6.64,27.94,0.6
513,Emba,23,KZ,1594675072,28,48.83,48.83,27.71,5.1
514,Øksfjord,67,NO,1594674869,71,70.24,70.24,13.0,6.2
515,Najrān,40,SA,1594675072,15,17.49,17.49,33.0,3.47
516,Borisoglebskiy,90,RU,1594675072,100,57.26,57.26,18.0,4.0
517,Boo,40,SE,1594675073,87,59.33,59.33,13.33,3.1
518,Wembley,90,AU,1594675073,93,-31.93,-31.93,15.56,7.2
519,Rāvar,55,IR,1594675073,23,31.27,31.27,28.51,1.85
520,Dera Ghazi Khan,2,PK,1594675073,30,30.06,30.06,35.82,3.57
521,Malartic,75,CA,1594675074,68,48.13,48.13,21.0,4.1
522,Camacupa,0,AO,1594675074,34,-12.02,-12.02,14.24,2.05
523,Ōmura,100,JP,1594675074,95,32.92,32.92,23.33,0.89
524,Nesbyen,97,NO,1594675074,81,60.57,60.57,8.89,1.86
525,Tataouine,0,TN,1594675075,30,32.93,32.93,30.0,4.1
526,Malindi,6,KE,1594675075,78,-3.22,-3.22,25.09,7.29
527,Yinchuan,38,CN,1594675075,57,38.47,38.47,23.66,3.58
528,Vao,100,NC,1594674568,77,-22.67,-22.67,22.47,5.94
529,Siniscola,68,IT,1594675076,53,40.57,40.57,23.0,0.5
530,Turukhansk,76,RU,1594675076,94,65.82,65.82,12.15,5.72
531,Tinqueux,52,FR,1594674888,59,49.25,49.25,16.0,2.6
532,Kumluca,66,TR,1594675076,57,36.37,36.37,28.9,0.68
